ID,Thông điệp,Ý nghĩa,Cơ chế game
310,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 310)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
311,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 311),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
312,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 312),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
313,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 313),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
314,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 314),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
315,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 315),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
316,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 316),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
317,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 317),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
318,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 318)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
319,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 319),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
320,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 320),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
321,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 321),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
322,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 322)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
323,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 323)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
324,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 324),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
325,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 325),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
326,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 326),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
327,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 327),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
328,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 328),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
329,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 329)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
330,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 330)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
331,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 331),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
332,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 332),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
333,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 333),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
334,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 334),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
335,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 335),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
336,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 336),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
337,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 337),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
338,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 338)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
339,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 339),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
340,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 340),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
341,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 341),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
342,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 342)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
343,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 343)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
344,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 344),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
345,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 345),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
346,Hãy đối xử nhẹ nhàng với bản thân khi gặp khó khăn. (Thông điệp ngày 346),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
347,Không có lỗi lầm nào không thể chuyển hóa thành bài học. (Thông điệp ngày 347),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
348,Hãy để tình yêu dẫn dắt mọi lời nói và việc làm hôm nay. (Thông điệp ngày 348),Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
349,"Cuộc đời là một món quà, hãy mở nó ra với sự háo hức. (Thông điệp ngày 349)",Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
350,"Hãy tin vào hành trình của riêng con, đừng so sánh với ai. (Thông điệp ngày 350)",Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
351,Sự tĩnh lặng giúp con kết nối lại với sức mạnh sâu thẳm. (Thông điệp ngày 351),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
352,Mọi câu trả lời con cần đều đã có sẵn trong tim con. (Thông điệp ngày 352),Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
353,Hãy dũng cảm sống là chính mình mà không cần xin lỗi ai. (Thông điệp ngày 353),Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
354,Mỗi ngày là một cơ hội để con bắt đầu lại từ đầu. (Thông điệp ngày 354),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
355,Hãy tha thứ và giải phóng cho quá khứ lùi vào quên lãng. (Thông điệp ngày 355),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
356,Niềm vui đơn sơ đến từ việc trân trọng những gì đang có. (Thông điệp ngày 356),Con là tác giả vẽ nên từng cảnh quay cuộc đời. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tự do thay đổi màu sắc và thời tiết trong thế giới game.
357,Hãy mở lòng đón nhận những điều bất ngờ dễ thương của cuộc sống. (Thông điệp ngày 357),Một hành động tử tế nhỏ làm ấm cả thế giới. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tặng quà cho người nghèo làm tăng điểm hào quang uy tín.
358,"Con không một mình, vũ trụ luôn đồng hành cùng con. (Thông điệp ngày 358)",Thân xác đổi thay nhưng linh hồn sống mãi. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tái sinh ngay tại điểm ngã gục mà không mất hành trang.
359,Hãy sống chậm lại để cảm nhận sự kỳ diệu quanh con. (Thông điệp ngày 359),Chấp nhận những gì đang là để chuyển hóa nó. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Đón nhận thử thách giúp nhân vật hồi phục thể lực tức thì.
360,Sức mạnh của con nằm ở sự lựa chọn cách ứng xử hôm nay. (Thông điệp ngày 360),Nụ cười xua tan mọi mỏi mệt và sương mù. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm biểu cảm 'Cười' để giải trừ trạng thái u ủ cho cả đội.
361,Hãy nhớ rằng con luôn được nâng đỡ trong từng bước đi. (Thông điệp ngày 361),Nhận biết trọn vẹn từng suy nghĩ và hành động. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Kích hoạt trạng thái Quan Sát giúp phát hiện bẫy và bí mật.
362,"Sự bình an thật sự không đến từ bên ngoài, nó bắt đầu từ bên trong. (Thông điệp ngày 362)",Lời nói ra là mệnh lệnh gửi vào vũ trụ. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Lời tuyên bố tích cực gia tăng sức mạnh tấn công và phòng thủ.
363,"Đừng lo lắng về tương lai, hãy làm tốt việc của khoảnh khắc này. (Thông điệp ngày 363)",Biết ơn mở ra cánh cửa của sự đủ đầy. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bấm nút 'Biết ơn' để nhận lượng tài nguyên ngẫu nhiên mỗi ngày.
364,Con là một biểu hiện tuyệt đẹp và độc bản của sự sống. (Thông điệp ngày 364),Tiếng nói nhỏ nhẹ bên trong luôn chỉ đúng hướng. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Bật La bàn Trực giác để hiển thị đường ngắn nhất tới mục tiêu.
365,Mọi rào cản chỉ là cơ hội để con rèn luyện sức mạnh nội tâm. (Thông điệp ngày 365),Ngừng dán nhãn đúng sai để tâm trí bình an. Hãy áp dụng sự tỉnh thức này vào ngày hôm nay.,Tắt phán xét giúp vô hiệu hóa các chiêu thức khiêu khích của kẻ địch.
